,headlines,text
937,Telangana caps school bag weight for students ,"The Telangana School Education Department on Tuesday issued an order capping the weight of school bags for students in primary, upper primary and high schools. The order directed school managements to ensure that the weight of a bag does not exceed 5 kilograms for class 10 students. Reportedly, students in Telangana have been carrying bags weighing 6 to 17 kgs. "
938,Mayawati's resignation from RS may not be accepted: Reports,"BSP chief Mayawati's resignation as Rajya Sabha MP may not be accepted since it does not follow the prescribed format, according to reports. Mayawati has cited not being allowed to speak about Dalit atrocities in the Rajya Sabha as the reason for her resignation. However, parliamentary procedure dictates that a parliamentarian cannot cite a motive or reason for resigning."
939,Gujarat govt canteens to offer meals at ?10 to labourers,"The Gujarat government launched a pilot programme on Tuesday to provide subsidised meals to labourers for ?10, once a day, under Chief Minister Vijay Rupani's scheme 'Shramik Annapurna Yojana'. The meal will be served through stalls at various labourer markets. Although, the government plans to cover over 5 lakh registered labourers, presently, 25,000 labourers will be covered through 83 stalls."
940,Sarai Kale Khan to be the biggest transport hub of Delhi,"The Delhi government has announced plans to make Sarai Kale Khan the biggest transport hub of Delhi. Along with high-speed trains connecting the airport to Gurugram, Panipat, Ghaziabad, Meerut, and Alwar, it will also have a metro station, and a railway station. Sarai Kale Khan already has an Interstate Bus Terminus which will be redeveloped under the plan."
941,Jagga Jasoos actress Bidisha found dead in her Gurugram home,"Actress and singer Bidisha Bezbaruah, who was recently seen in Ranbir Kapoor-starrer 'Jagga Jasoos', allegedly committed suicide at her Gurugram residence. According to police officials, she had not been taking calls since Monday evening, and was later found hanging from the ceiling of her rented flat. Her father said she had quarrels with her husband, whom she married last year."
942,Goa can import beef from Karnataka: CM Manohar Parrikar,"To avoid a shortage of beef, the BJP-led government in Goa has not blocked the option of getting the meat from Karnataka's Belgaum, Goa CM Manohar Parrikar said on Tuesday. Adding that around 2,000 kg of beef was produced daily at Goa's only legal slaughterhouse, Parrikar said the slaughterhouse can increase production if traders bring in more animals."
943,"Rains, not BMC responsible for waterlogging in Mumbai: Sena","Shiv Sena chief Uddhav Thackeray on Tuesday defended the Brihanmumbai Municipal Corporation over waterlogging problems in Mumbai. Speaking at the inauguration of an arts theatre, Thackeray said, ""What would the BMC do if it rains heavily?"" Notably, heavy rainfall since Monday has caused slow traffic and waterlogged roads, leading to commuter woes across the city."
944,Illegal sand mining uncovered along Yamuna in Noida,"Police and the state mining department on Tuesday found that illegal sand mining was taking place in Greater Noida on two plots near the Yamuna river. Authorities said that they have recovered around 18,126 cubic metres of sand from the plots in Sikandarpur and Murshadpur. The plot owners were booked and issued notices worth ?70 lakh."
945,Over 70 roads being built along India-China border,"Union Minister Kiren Rijiju on Tuesday said the government has undertaken construction of 73 roads of 'operational significance' along Indo-China border. Out of the 73 roads, 46 are being constructed by the Defence Ministry and 27 by the Home Ministry. This comes while India and China are engaged in a standoff after China attempted to construct a road in Doklam."
946,China moved military equipment to Tibet amid standoff,"China moved ""tens of thousands of tonnes"" of military equipment to the border in Tibet till June, according to Chinese media reports. The equipment was moved by the ""western theatre command, which oversees the restive regions of Xinjiang and Tibet, and handles border issues with India"". The media reports were quoting Chinese Army's mouthpiece PLA Daily."
947,Yuva Sena leaders ask BMC to file case against RJ Malishka,Two leaders of Yuva Sena on Tuesday asked the Brihanmumbai Municipal Corporation's commissioner to file a ?500 crore defamation case against 93.5 Red FM and its host RJ Malishka. The controversy ensued after a viral song by the channel allegedly made fun of the BMC. They claimed that the channel had defamed the corporation for problems outside its jurisdiction.
948,Pak court begins hearing against PM Sharif in Panama case,"Pakistan's Supreme Court on Monday began hearings on the Panama Papers case against Prime Minister Nawaz Sharif. This comes after the SC-appointed Joint Investigation Team (JIT) panel found the country's leader guilty of financial irregularities including tax evasion. The court is expected to put Sharif on trial on corruption charges or disqualify him, however, Sharif has denied any wrongdoing."
949,"Who is Bharat Arun, Indian cricket team's new bowling coach?","Team India's newly appointed bowling coach Bharat Arun's coaching career started in 2002 with Tamil Nadu's Ranji side, the team he represented as a player. Arun led Tamil Nadu to two Ranji finals in his 4-year stint with the team. Arun has also coached the India Under-19 team, helping them win the U-19 World Cup in 2012."
950,Death penalty belongs to medieval ages: Gopalkrishna Gandhi,"Opposition's Vice Presidential candidate and Mahatma Gandhi's grandson Gopalkrishna Gandhi on Tuesday expressed his stand against death penalty and capital punishments calling them as medieval practices. Gandhi said, ""Death penalty is wrong and this is my principle."" Notably, Shiv Sena criticised him for a letter he wrote to the President in 2015, seeking clemency for a 1993 Mumbai blasts accused."
951,Thank You India: Pak couple after their toddler's surgery,"After successful heart surgery of their four-month-old son in a Noida-based hospital, a Pakistani couple expressed their gratitude towards India and External Affairs Minister Sushma Swaraj. The couple said, ""Thank You India. Thank you for everything,"" adding, ""Minister Swaraj made a personal intervention in our case and ensured that we receive our visa."""
